user_id,playdata_id,updated_at,is_answered,score1,score2,player_id,piecetask_name,player_tag,preparation
67b492caabcc8fb007802d42,677e005290d7d6419fb4046a,2025-02-19T04:13:27.662482Z,True,5,4.0,63feb103ed069d3f0bc5a6a6,Arpeggio D-dur,pro,
67b492caabcc8fb007802d42,67889d6790d7d6419fbef5bd,2025-02-19T04:13:37.974538Z,True,5,6.0,67873c1e90d7d6419fbaf32b,Scale Des-dur,pro,
67b492caabcc8fb007802d42,67889d9e90d7d6419fbef6a0,2025-02-19T04:13:53.774434Z,True,5,5.0,67873c1e90d7d6419fbaf32b,Scale b-moll,pro,
67b492caabcc8fb007802d42,67889eba90d7d6419fbefb18,2025-02-19T04:14:11.060289Z,True,5,5.0,67873c1e90d7d6419fbaf32b,Scale cis-moll,pro,
67b492caabcc8fb007802d42,6788a0cc90d7d6419fbf0abb,2025-02-19T04:14:22.970293Z,True,6,6.0,67873c1e90d7d6419fbaf32b,Arpeggio gis-moll,pro,
67b492caabcc8fb007802d42,6788a14b90d7d6419fbf0f32,2025-02-19T04:14:33.834632Z,True,5,6.0,67873c1e90d7d6419fbaf32b,Arpeggio b-moll,pro,
67b492caabcc8fb007802d42,6788876c90d7d6419fbe1483,2025-02-19T04:14:53.754613Z,True,5,5.0,63feb10ced069d3f0bc5a6bc,Scale Es-dur,pro,6.0
67b492caabcc8fb007802d42,678887a490d7d6419fbe1519,2025-02-19T04:15:09.867090Z,True,5,2.0,63feb10ced069d3f0bc5a6bc,Scale es-moll,pro,6.0
67b492caabcc8fb007802d42,678887d190d7d6419fbe15ba,2025-02-19T04:15:21.854417Z,True,5,5.0,63feb10ced069d3f0bc5a6bc,Scale B-dur,pro,6.0
67b492caabcc8fb007802d42,6788892490d7d6419fbe1b33,2025-02-19T04:15:43.934048Z,True,5,4.0,63feb10ced069d3f0bc5a6bc,Arpeggio f-moll,pro,6.0
67b492caabcc8fb007802d42,6788895390d7d6419fbe1c2c,2025-02-19T04:15:57.759751Z,True,5,4.0,63feb10ced069d3f0bc5a6bc,Arpeggio As-dur,pro,6.0
67b492caabcc8fb007802d42,67885e2c90d7d6419fbc9c53,2025-02-19T04:16:07.090242Z,True,6,6.0,63fe993ced069d3f0bc53c52,Scale C-dur,amateur,7.0
67b492caabcc8fb007802d42,67885e6290d7d6419fbc9cde,2025-02-19T04:16:17.919818Z,True,6,6.0,63fe993ced069d3f0bc53c52,Scale Ges-dur,amateur,7.0
67b492caabcc8fb007802d42,67885e9d90d7d6419fbc9d60,2025-02-19T04:16:37.549424Z,True,6,6.0,63fe993ced069d3f0bc53c52,Scale fis-moll,amateur,7.0
67b492caabcc8fb007802d42,6788615f90d7d6419fbca977,2025-02-19T04:17:08.183949Z,True,6,6.0,63fe993ced069d3f0bc53c52,Arpeggio F-dur,amateur,7.0
67b492caabcc8fb007802d42,6788618a90d7d6419fbcaaa7,2025-02-19T04:17:20.923713Z,True,5,6.0,63fe993ced069d3f0bc53c52,Arpeggio D-dur,amateur,7.0
67b492caabcc8fb007802d42,6789f8ab90d7d6419fc0c098,2025-02-19T04:17:30.136262Z,True,6,6.0,6788bd9c90d7d6419fbff9f6,Scale Des-dur,amateur,5.0
67b492caabcc8fb007802d42,6789f92d90d7d6419fc0c293,2025-02-19T04:17:47.931934Z,True,6,6.0,6788bd9c90d7d6419fbff9f6,Scale b-moll,amateur,5.0
67b492caabcc8fb007802d42,6789f97590d7d6419fc0c3b7,2025-02-19T04:18:06.338092Z,True,6,6.0,6788bd9c90d7d6419fbff9f6,Scale cis-moll,amateur,5.0
67b492caabcc8fb007802d42,6789fb0a90d7d6419fc0d090,2025-02-19T04:18:17.287651Z,True,6,6.0,6788bd9c90d7d6419fbff9f6,Arpeggio gis-moll,amateur,5.0
67b492caabcc8fb007802d42,6789fbeb90d7d6419fc0da35,2025-02-19T04:18:28.993656Z,True,6,6.0,6788bd9c90d7d6419fbff9f6,Arpeggio b-moll,amateur,5.0
67b492caabcc8fb007802d42,67908c63abcc8fb007331c1c,2025-02-19T04:18:50.287222Z,True,5,5.0,632216d5c6190f3921804fdf,Scale C-dur,amateur,7.0
67b492caabcc8fb007802d42,67908cb6abcc8fb007331c9b,2025-02-19T04:19:00.466511Z,True,4,4.0,632216d5c6190f3921804fdf,Scale Ges-dur,amateur,7.0
67b492caabcc8fb007802d42,67908d19abcc8fb007331df2,2025-02-19T04:19:17.587977Z,True,4,4.0,632216d5c6190f3921804fdf,Scale fis-moll,amateur,7.0
67b492caabcc8fb007802d42,67909063abcc8fb007332f4e,2025-02-19T04:19:29.524001Z,True,2,4.0,632216d5c6190f3921804fdf,Arpeggio F-dur,amateur,7.0
67b492caabcc8fb007802d42,679090a5abcc8fb0073330b5,2025-02-19T04:19:40.423377Z,True,2,4.0,632216d5c6190f3921804fdf,Arpeggio D-dur,amateur,7.0
67b492caabcc8fb007802d42,67905429abcc8fb0073156a6,2025-02-19T04:19:50.083024Z,True,5,5.0,67903dfcabcc8fb007314c84,Scale C-dur,pro,4.0
67b492caabcc8fb007802d42,6790546eabcc8fb00731579b,2025-02-19T04:19:59.539524Z,True,4,5.0,67903dfcabcc8fb007314c84,Scale Ges-dur,pro,4.0
67b492caabcc8fb007802d42,6790549eabcc8fb007315828,2025-02-19T04:20:14.866623Z,True,1,5.0,67903dfcabcc8fb007314c84,Scale fis-moll,pro,4.0
67b492caabcc8fb007802d42,67905b7dabcc8fb007318e55,2025-02-19T04:20:28.587070Z,True,2,5.0,67903dfcabcc8fb007314c84,Arpeggio F-dur,pro,4.0
67b492caabcc8fb007802d42,67905ba4abcc8fb007319061,2025-02-19T04:20:42.396599Z,True,4,5.0,67903dfcabcc8fb007314c84,Arpeggio D-dur,pro,4.0
67b492caabcc8fb007802d42,6791e02babcc8fb007375597,2025-02-19T04:20:51.695919Z,True,4,5.0,62fdb6ed719b36bf7624ade0,Scale Es-dur,amateur,7.0
67b492caabcc8fb007802d42,6791e0a0abcc8fb0073757ca,2025-02-19T04:21:09.791217Z,True,4,4.0,62fdb6ed719b36bf7624ade0,Scale es-moll,amateur,7.0
67b492caabcc8fb007802d42,6791e0d4abcc8fb007375959,2025-02-19T04:21:22.122630Z,True,4,5.0,62fdb6ed719b36bf7624ade0,Scale B-dur,amateur,7.0
67b492caabcc8fb007802d42,6791e281abcc8fb007376578,2025-02-19T04:21:38.082942Z,True,4,5.0,62fdb6ed719b36bf7624ade0,Arpeggio f-moll,amateur,7.0
67b492caabcc8fb007802d42,6791e2dfabcc8fb0073769bf,2025-02-19T04:28:46.790458Z,True,4,4.0,62fdb6ed719b36bf7624ade0,Arpeggio As-dur,amateur,7.0
67b492caabcc8fb007802d42,679324f6abcc8fb0073996ab,2025-02-19T04:29:08.117716Z,True,6,5.0,62ecd6bf60dca9425a3b27e3,Scale C-dur,amateur,5.0
67b492caabcc8fb007802d42,6793256cabcc8fb007399873,2025-02-19T04:29:21.447603Z,True,5,5.0,62ecd6bf60dca9425a3b27e3,Scale Ges-dur,amateur,5.0
67b492caabcc8fb007802d42,67932614abcc8fb007399acd,2025-02-19T04:29:38.019441Z,True,4,4.0,62ecd6bf60dca9425a3b27e3,Scale fis-moll,amateur,5.0
67b492caabcc8fb007802d42,67932936abcc8fb00739b348,2025-02-19T04:29:50.104801Z,True,4,4.0,62ecd6bf60dca9425a3b27e3,Arpeggio F-dur,amateur,5.0
67b492caabcc8fb007802d42,67932974abcc8fb00739b68f,2025-02-19T04:30:00.978392Z,True,2,4.0,62ecd6bf60dca9425a3b27e3,Arpeggio D-dur,amateur,5.0
67b492caabcc8fb007802d42,67983830abcc8fb0074137f9,2025-02-19T04:30:10.202837Z,True,5,4.0,67976082abcc8fb007412eb0,Scale Es-dur,pro,6.0
67b492caabcc8fb007802d42,6798390dabcc8fb007413b95,2025-02-19T04:30:28.223395Z,True,4,4.0,67976082abcc8fb007412eb0,Scale es-moll,pro,6.0
67b492caabcc8fb007802d42,6798393aabcc8fb007413c8e,2025-02-19T04:30:39.421617Z,True,5,5.0,67976082abcc8fb007412eb0,Scale B-dur,pro,6.0
67b492caabcc8fb007802d42,67983c05abcc8fb007414b93,2025-02-19T04:30:49.903562Z,True,4,4.0,67976082abcc8fb007412eb0,Arpeggio f-moll,pro,6.0
67b492caabcc8fb007802d42,67983c39abcc8fb007414d05,2025-02-19T04:31:01.086053Z,True,5,4.0,67976082abcc8fb007412eb0,Arpeggio As-dur,pro,6.0
67b492caabcc8fb007802d42,6799acacabcc8fb00744038b,2025-02-19T04:31:19.033300Z,True,5,2.0,67987bd3abcc8fb00742aceb,Scale C-dur,pro,5.0
67b492caabcc8fb007802d42,6799acdcabcc8fb007440572,2025-02-19T04:31:26.690452Z,True,2,2.0,67987bd3abcc8fb00742aceb,Scale Ges-dur,pro,5.0
67b492caabcc8fb007802d42,6799ad89abcc8fb0074407d5,2025-02-19T04:31:42.371238Z,True,2,4.0,67987bd3abcc8fb00742aceb,Scale fis-moll,pro,5.0
67b492caabcc8fb007802d42,6799b016abcc8fb00744227b,2025-02-19T04:31:55.048208Z,True,5,4.0,67987bd3abcc8fb00742aceb,Arpeggio F-dur,pro,5.0
67b492caabcc8fb007802d42,6799b04aabcc8fb0074423b6,2025-02-19T04:32:15.825098Z,True,4,4.0,67987bd3abcc8fb00742aceb,Arpeggio D-dur,pro,5.0
67b492caabcc8fb007802d42,6799936babcc8fb007438b12,2025-02-19T04:32:25.013056Z,True,5,5.0,679761b1abcc8fb0074130c5,Scale C-dur,pro,3.0
67b492caabcc8fb007802d42,679993beabcc8fb007438be5,2025-02-19T04:32:34.071246Z,True,5,6.0,679761b1abcc8fb0074130c5,Scale Ges-dur,pro,3.0
67b492caabcc8fb007802d42,679994cfabcc8fb007439023,2025-02-19T04:32:49.549134Z,True,2,4.0,679761b1abcc8fb0074130c5,Scale fis-moll,pro,3.0
67b492caabcc8fb007802d42,6799967dabcc8fb0074397a6,2025-02-19T04:33:05.510353Z,True,4,5.0,679761b1abcc8fb0074130c5,Arpeggio F-dur,pro,3.0
67b492caabcc8fb007802d42,679996ceabcc8fb0074399ef,2025-02-19T04:33:15.727114Z,True,4,4.0,679761b1abcc8fb0074130c5,Arpeggio D-dur,pro,3.0
67b492caabcc8fb007802d42,679c5bcdabcc8fb00749bcd3,2025-02-19T04:33:29.503968Z,True,2,5.0,61f09fa20a688c4b065d5775,Scale Es-dur,amateur,5.0
67b492caabcc8fb007802d42,679c5ce7abcc8fb00749c076,2025-02-19T04:33:47.552932Z,True,4,4.0,61f09fa20a688c4b065d5775,Scale es-moll,amateur,5.0
67b492caabcc8fb007802d42,679c5d0babcc8fb00749c14f,2025-02-19T04:33:59.623244Z,True,2,4.0,61f09fa20a688c4b065d5775,Scale B-dur,amateur,5.0
67b492caabcc8fb007802d42,679c5e89abcc8fb00749cad3,2025-02-19T04:34:11.357349Z,True,5,4.0,61f09fa20a688c4b065d5775,Arpeggio f-moll,amateur,5.0
67b492caabcc8fb007802d42,679c5eb1abcc8fb00749cc24,2025-02-19T04:34:23.925560Z,True,4,4.0,61f09fa20a688c4b065d5775,Arpeggio As-dur,amateur,5.0
67b492caabcc8fb007802d42,679c34e5abcc8fb007487d86,2025-02-19T04:34:36.062168Z,True,2,4.0,679c2832abcc8fb00748753a,Scale Des-dur,pro,6.0
67b492caabcc8fb007802d42,679c3583abcc8fb007487fca,2025-02-19T04:34:52.336642Z,True,2,4.0,679c2832abcc8fb00748753a,Scale b-moll,pro,6.0
67b492caabcc8fb007802d42,679c35edabcc8fb007488267,2025-02-19T04:35:07.613228Z,True,2,4.0,679c2832abcc8fb00748753a,Scale cis-moll,pro,6.0
67b492caabcc8fb007802d42,679c3742abcc8fb007488962,2025-02-19T04:35:17.846257Z,True,4,5.0,679c2832abcc8fb00748753a,Arpeggio gis-moll,pro,6.0
67b492caabcc8fb007802d42,679c37bcabcc8fb007488bed,2025-02-19T04:35:33.878693Z,True,4,4.0,679c2832abcc8fb00748753a,Arpeggio b-moll,pro,6.0
67b492caabcc8fb007802d42,67a026bdabcc8fb0074ba497,2025-02-19T04:35:49.752577Z,True,4,5.0,679f323fabcc8fb0074b47c4,Scale Des-dur,pro,2.0
67b492caabcc8fb007802d42,67a0276fabcc8fb0074ba83e,2025-02-19T04:35:59.133831Z,True,5,5.0,679f323fabcc8fb0074b47c4,Scale b-moll,pro,2.0
67b492caabcc8fb007802d42,67a027f6abcc8fb0074bab78,2025-02-19T04:36:20.033090Z,True,2,4.0,679f323fabcc8fb0074b47c4,Scale cis-moll,pro,2.0
67b492caabcc8fb007802d42,67a02933abcc8fb0074bb428,2025-02-19T04:36:34.697439Z,True,4,4.0,679f323fabcc8fb0074b47c4,Arpeggio gis-moll,pro,2.0
67b492caabcc8fb007802d42,67a02989abcc8fb0074bb6f5,2025-02-19T04:36:46.937398Z,True,2,5.0,679f323fabcc8fb0074b47c4,Arpeggio b-moll,pro,2.0
67b492caabcc8fb007802d42,67a2cb87abcc8fb007551bd1,2025-02-19T04:36:56.629067Z,True,2,2.0,64c1f1fb92a321e913a04047,Scale Des-dur,amateur,4.0
67b492caabcc8fb007802d42,67a2cbc8abcc8fb007551cbe,2025-02-19T04:37:13.356255Z,True,2,4.0,64c1f1fb92a321e913a04047,Scale b-moll,amateur,4.0
67b492caabcc8fb007802d42,67a2ced4abcc8fb007552456,2025-02-19T04:37:30.011067Z,True,4,4.0,64c1f1fb92a321e913a04047,Scale cis-moll,amateur,4.0
67b492caabcc8fb007802d42,67a2d105abcc8fb0075533e9,2025-02-19T04:37:45.361354Z,True,4,5.0,64c1f1fb92a321e913a04047,Arpeggio gis-moll,amateur,4.0
67b492caabcc8fb007802d42,67a2d184abcc8fb0075535b2,2025-02-19T04:37:59.230442Z,True,4,5.0,64c1f1fb92a321e913a04047,Arpeggio b-moll,amateur,4.0
67b492caabcc8fb007802d42,67a41544abcc8fb00757b659,2025-02-19T04:38:09.507496Z,True,5,5.0,67a2f579abcc8fb00757311e,Scale Es-dur,amateur,7.0
67b492caabcc8fb007802d42,67a415a4abcc8fb00757b784,2025-02-19T04:38:27.841338Z,True,5,5.0,67a2f579abcc8fb00757311e,Scale es-moll,amateur,7.0
67b492caabcc8fb007802d42,67a415e0abcc8fb00757b8d1,2025-02-19T04:38:37.455090Z,True,5,5.0,67a2f579abcc8fb00757311e,Scale B-dur,amateur,7.0
67b492caabcc8fb007802d42,67a416f6abcc8fb00757be4e,2025-02-19T04:38:48.928097Z,True,6,5.0,67a2f579abcc8fb00757311e,Arpeggio f-moll,amateur,7.0
67b492caabcc8fb007802d42,67a41746abcc8fb00757c06c,2025-02-19T04:38:59.264713Z,True,5,5.0,67a2f579abcc8fb00757311e,Arpeggio As-dur,amateur,7.0
67b492caabcc8fb007802d42,67a4715fabcc8fb0075a4b17,2025-02-19T04:39:11.180168Z,True,5,5.0,67a40da8abcc8fb00757a9b0,Scale Es-dur,pro,7.0
67b492caabcc8fb007802d42,67a471a3abcc8fb0075a4f7f,2025-02-19T04:39:26.345278Z,True,4,5.0,67a40da8abcc8fb00757a9b0,Scale es-moll,pro,7.0
67b492caabcc8fb007802d42,67a4720aabcc8fb0075a5563,2025-02-19T04:39:38.397954Z,True,4,4.0,67a40da8abcc8fb00757a9b0,Scale B-dur,pro,7.0
67b492caabcc8fb007802d42,67a473dfabcc8fb0075a6b43,2025-02-19T04:39:47.936228Z,True,2,4.0,67a40da8abcc8fb00757a9b0,Arpeggio f-moll,pro,7.0
67b492caabcc8fb007802d42,67a47422abcc8fb0075a6dda,2025-02-19T04:39:57.551621Z,True,2,4.0,67a40da8abcc8fb00757a9b0,Arpeggio As-dur,pro,7.0
67b492caabcc8fb007802d42,67a565ababcc8fb0075cadc0,2025-02-19T04:40:08.551801Z,True,5,5.0,646abe7f592f1ffa142634bf,Scale Des-dur,amateur,6.0
67b492caabcc8fb007802d42,67a565ebabcc8fb0075cb115,2025-02-19T04:40:26.955992Z,True,5,5.0,646abe7f592f1ffa142634bf,Scale b-moll,amateur,6.0
67b492caabcc8fb007802d42,67a56617abcc8fb0075cb326,2025-02-19T04:40:42.944374Z,True,4,2.0,646abe7f592f1ffa142634bf,Scale cis-moll,amateur,6.0
67b492caabcc8fb007802d42,67a56774abcc8fb0075cc589,2025-02-19T04:41:04.495441Z,True,4,4.0,646abe7f592f1ffa142634bf,Arpeggio gis-moll,amateur,6.0
67b492caabcc8fb007802d42,67a5679dabcc8fb0075cc79d,2025-02-19T04:41:15.993055Z,True,4,2.0,646abe7f592f1ffa142634bf,Arpeggio b-moll,amateur,6.0
67b492cbabcc8fb007802d71,675fab3090d7d6419fa48da8,2025-02-28T06:14:28.035650Z,True,3,2.0,675bad5890d7d6419fa4609b,Scale Des-dur,amateur,
67b492cbabcc8fb007802d71,675fabf590d7d6419fa49219,2025-02-28T06:14:50.695959Z,True,2,2.0,675bad5890d7d6419fa4609b,Scale b-moll,amateur,
67b492cbabcc8fb007802d71,675fac2190d7d6419fa4933e,2025-02-28T06:15:13.617518Z,True,3,2.0,675bad5890d7d6419fa4609b,Scale cis-moll,amateur,
67b492cbabcc8fb007802d71,675fae0490d7d6419fa4a7c4,2025-02-28T06:15:30.961158Z,True,3,2.0,675bad5890d7d6419fa4609b,Arpeggio gis-moll,amateur,
67b492cbabcc8fb007802d71,675fae6590d7d6419fa4ac71,2025-02-28T06:15:47.273461Z,True,4,4.0,675bad5890d7d6419fa4609b,Arpeggio b-moll,amateur,
67b492cbabcc8fb007802d71,6760fee790d7d6419fa5934e,2025-02-28T06:15:59.686814Z,True,5,3.0,675badc790d7d6419fa46282,Scale Es-dur,amateur,
67b492cbabcc8fb007802d71,6760ff3390d7d6419fa59509,2025-02-28T06:16:18.888355Z,True,5,4.0,675badc790d7d6419fa46282,Scale es-moll,amateur,
67b492cbabcc8fb007802d71,6760ff5190d7d6419fa59603,2025-02-28T06:16:32.127326Z,True,5,3.0,675badc790d7d6419fa46282,Scale B-dur,amateur,
67b492cbabcc8fb007802d71,6761011a90d7d6419fa5aa95,2025-02-28T06:16:48.653977Z,True,0,3.0,675badc790d7d6419fa46282,Arpeggio f-moll,amateur,
67b492cbabcc8fb007802d71,6761015e90d7d6419fa5adfc,2025-02-28T06:17:02.704253Z,True,5,2.0,675badc790d7d6419fa46282,Arpeggio As-dur,amateur,
67b492cbabcc8fb007802d71,677c87ee90d7d6419fb02a8d,2025-02-28T06:17:26.441462Z,True,6,5.0,677bab0490d7d6419fb022d6,Scale Es-dur,pro,
67b492cbabcc8fb007802d71,677c889390d7d6419fb02bac,2025-02-28T06:17:48.050251Z,True,6,6.0,677bab0490d7d6419fb022d6,Scale es-moll,pro,
67b492cbabcc8fb007802d71,677c88cf90d7d6419fb02c58,2025-02-28T06:18:01.032553Z,True,6,6.0,677bab0490d7d6419fb022d6,Scale B-dur,pro,
67b492cbabcc8fb007802d71,677c8a6b90d7d6419fb0340b,2025-02-28T06:18:15.844288Z,True,6,5.0,677bab0490d7d6419fb022d6,Arpeggio f-moll,pro,
67b492cbabcc8fb007802d71,677c8ab290d7d6419fb03525,2025-02-28T06:18:29.484497Z,True,5,6.0,677bab0490d7d6419fb022d6,Arpeggio As-dur,pro,
67b492cbabcc8fb007802d71,677ca29b90d7d6419fb0a4d8,2025-02-28T06:18:59.034254Z,True,4,0.0,677bab3e90d7d6419fb02302,Scale Des-dur,pro,
67b492cbabcc8fb007802d71,677ca30390d7d6419fb0a62f,2025-02-28T06:19:20.565902Z,True,4,1.0,677bab3e90d7d6419fb02302,Scale b-moll,pro,
67b492cbabcc8fb007802d71,677ca3b990d7d6419fb0aab7,2025-02-28T06:20:43.995588Z,True,1,4.0,677bab3e90d7d6419fb02302,Scale cis-moll,pro,
67b492cbabcc8fb007802d71,677ca52690d7d6419fb0b34d,2025-02-28T06:20:57.107422Z,True,1,3.0,677bab3e90d7d6419fb02302,Arpeggio gis-moll,pro,
67b492cbabcc8fb007802d71,677ca59890d7d6419fb0ba39,2025-02-28T06:21:11.171742Z,True,1,3.0,677bab3e90d7d6419fb02302,Arpeggio b-moll,pro,
67b492cbabcc8fb007802d71,677dfcae90d7d6419fb3f42d,2025-02-28T06:21:25.299793Z,True,5,4.0,63feb103ed069d3f0bc5a6a6,Scale C-dur,pro,
67b492cbabcc8fb007802d71,677dfd0e90d7d6419fb3f500,2025-02-28T06:21:37.547110Z,True,5,5.0,63feb103ed069d3f0bc5a6a6,Scale Ges-dur,pro,
67b492cbabcc8fb007802d71,677dfdb290d7d6419fb3f656,2025-02-28T06:21:54.237796Z,True,5,6.0,63feb103ed069d3f0bc5a6a6,Scale fis-moll,pro,
67b492cbabcc8fb007802d71,677e002190d7d6419fb40345,2025-02-28T06:22:10.078113Z,True,5,4.0,63feb103ed069d3f0bc5a6a6,Arpeggio F-dur,pro,
67b492cbabcc8fb007802d71,677e005290d7d6419fb4046a,2025-02-28T06:22:26.346821Z,True,4,3.0,63feb103ed069d3f0bc5a6a6,Arpeggio D-dur,pro,
67b492cbabcc8fb007802d71,67889d6790d7d6419fbef5bd,2025-02-28T06:22:38.592273Z,True,5,4.0,67873c1e90d7d6419fbaf32b,Scale Des-dur,pro,
67b492cbabcc8fb007802d71,67889d9e90d7d6419fbef6a0,2025-02-28T06:23:09.276823Z,True,5,4.0,67873c1e90d7d6419fbaf32b,Scale b-moll,pro,
67b492cbabcc8fb007802d71,67889eba90d7d6419fbefb18,2025-02-28T06:23:28.274717Z,True,3,4.0,67873c1e90d7d6419fbaf32b,Scale cis-moll,pro,
67b492cbabcc8fb007802d71,6788a0cc90d7d6419fbf0abb,2025-02-28T06:23:58.290084Z,True,4,5.0,67873c1e90d7d6419fbaf32b,Arpeggio gis-moll,pro,
67b492cbabcc8fb007802d71,6788a14b90d7d6419fbf0f32,2025-02-28T06:24:46.561030Z,True,5,4.0,67873c1e90d7d6419fbaf32b,Arpeggio b-moll,pro,
67b492cbabcc8fb007802d71,6788876c90d7d6419fbe1483,2025-02-28T06:25:01.034615Z,True,5,3.0,63feb10ced069d3f0bc5a6bc,Scale Es-dur,pro,6.0
67b492cbabcc8fb007802d71,678887a490d7d6419fbe1519,2025-02-28T06:25:19.462796Z,True,4,3.0,63feb10ced069d3f0bc5a6bc,Scale es-moll,pro,6.0
67b492cbabcc8fb007802d71,678887d190d7d6419fbe15ba,2025-02-28T06:25:31.399788Z,True,6,5.0,63feb10ced069d3f0bc5a6bc,Scale B-dur,pro,6.0
67b492cbabcc8fb007802d71,6788892490d7d6419fbe1b33,2025-02-28T06:25:46.203483Z,True,1,3.0,63feb10ced069d3f0bc5a6bc,Arpeggio f-moll,pro,6.0
67b492cbabcc8fb007802d71,6788895390d7d6419fbe1c2c,2025-02-28T06:26:02.209750Z,True,2,2.0,63feb10ced069d3f0bc5a6bc,Arpeggio As-dur,pro,6.0
67b492cbabcc8fb007802d71,67885e2c90d7d6419fbc9c53,2025-02-28T06:26:14.764595Z,True,6,6.0,63fe993ced069d3f0bc53c52,Scale C-dur,amateur,7.0
67b492cbabcc8fb007802d71,67885e6290d7d6419fbc9cde,2025-02-28T06:26:25.937708Z,True,6,6.0,63fe993ced069d3f0bc53c52,Scale Ges-dur,amateur,7.0
67b492cbabcc8fb007802d71,67885e9d90d7d6419fbc9d60,2025-02-28T06:26:44.138678Z,True,6,5.0,63fe993ced069d3f0bc53c52,Scale fis-moll,amateur,7.0
